char,unihan_stroke,unihan_form,form_source,radical_no,residual,unicode_version
兖,9,兗,unihan:kTraditionalVariant[17.0.0],10,7,17.0.0
党,20,黨,char-table:preferred-traditional+unihan:kTraditionalVariant,203,8,17.0.0
兜,11,兜,unihan:identity,10,9,17.0.0
兢,14,兢,unihan:identity,10,12,17.0.0
入,2,入,unihan:identity,11,0,17.0.0
全,6,全,unihan:identity,11,4,17.0.0
八,2,八,unihan:identity,12,0,17.0.0
公,4,公,unihan:identity,12,2,17.0.0
六,4,六,unihan:identity,12,2,17.0.0
兮,4,兮,unihan:identity,12,2,17.0.0
兰,23,蘭,char-table:preferred-traditional+unihan:kTraditionalVariant,140,17,17.0.0
共,6,共,unihan:identity,12,4,17.0.0
关,19,關,char-table:preferred-traditional+unihan:kTraditionalVariant,169,11,17.0.0
兴,15,興,char-table:preferred-traditional+unihan:kTraditionalVariant,134,9,17.0.0
兵,7,兵,unihan:identity,12,5,17.0.0
其,8,其,unihan:identity,12,6,17.0.0
具,8,具,unihan:identity,12,6,17.0.0
典,8,典,unihan:identity,12,6,17.0.0
兹,12,茲,unihan:kTraditionalVariant[17.0.0],140,6,17.0.0
养,15,養,char-table:preferred-traditional+unihan:kTraditionalVariant,184,6,17.0.0
兼,10,兼,unihan:identity,12,8,17.0.0
兽,19,獸,char-table:preferred-traditional+unihan:kTraditionalVariant,94,15,17.0.0
冀,16,冀,unihan:identity,12,14,17.0.0
冁,22,囅,char-table:preferred-traditional+unihan:kTraditionalVariant,30,19,17.0.0
内,4,內,unihan:kTraditionalVariant[17.0.0],11,2,17.0.0
冈,8,岡,char-table:preferred-traditional+unihan:kTraditionalVariant,46,5,17.0.0
冉,5,冉,unihan:identity,13,3,17.0.0
册,5,冊,unihan:kTraditionalVariant[17.0.0],13,3,17.0.0
再,6,再,unihan:identity,13,4,17.0.0
冏,7,冏,unihan:identity,13,5,17.0.0
冒,9,冒,unihan:identity,13,7,17.0.0
冔,10,冔,unihan:identity,13,8,17.0.0
冕,11,冕,unihan:identity,13,9,17.0.0
冗,4,冗,unihan:identity,14,2,17.0.0
写,15,寫,char-table:preferred-traditional+unihan:kTraditionalVariant,40,12,17.0.0
军,9,軍,char-table:preferred-traditional+unihan:kTraditionalVariant,159,2,17.0.0
农,13,農,char-table:preferred-traditional+unihan:kTraditionalVariant,161,6,17.0.0
冠,9,冠,unihan:identity,14,7,17.0.0
冢,10,冢,unihan:identity,14,8,17.0.0
冤,10,冤,unihan:identity,14,8,17.0.0
冥,10,冥,unihan:identity,14,8,17.0.0
冬,18,鼕,char-table:preferred-traditional+unihan:kTraditionalVariant,207,5,17.0.0
冮,5,冮,unihan:identity,15,3,17.0.0
冯,12,馮,char-table:preferred-traditional+unihan:kTraditionalVariant,187,2,17.0.0
冰,6,冰,unihan:identity,15,4,17.0.0
冱,6,冱,unihan:identity,15,4,17.0.0
冲,15,衝,char-table:preferred-traditional+unihan:kTraditionalVariant,144,9,17.0.0
决,8,決,unihan:kTraditionalVariant[17.0.0],85,4,17.0.0
况,9,況,unihan:kTraditionalVariant[17.0.0],85,5,17.0.0
冶,7,冶,unihan:identity,15,5,17.0.0
冷,7,冷,unihan:identity,15,5,17.0.0
冻,10,凍,char-table:preferred-traditional+unihan:kTraditionalVariant,15,8,17.0.0
冼,8,冼,unihan:identity,15,6,17.0.0
冽,8,冽,unihan:identity,15,6,17.0.0
净,10,凈,unihan:kTraditionalVariant[17.0.0],15,8,17.0.0
凄,10,凄,unihan:identity,15,8,17.0.0
准,14,準,char-table:preferred-traditional+unihan:kTraditionalVariant,85,10,17.0.0
凇,10,凇,unihan:identity,15,8,17.0.0
凉,12,涼,unihan:kTraditionalVariant[17.0.0],85,8,17.0.0
凋,10,凋,unihan:identity,15,8,17.0.0
凌,10,凌,unihan:identity,15,8,17.0.0
减,13,減,unihan:kTraditionalVariant[17.0.0],85,9,17.0.0
凑,13,湊,unihan:kTraditionalVariant[17.0.0],85,9,17.0.0
凓,12,凓,unihan:identity,15,10,17.0.0
凘,14,凘,unihan:identity,15,12,17.0.0
凛,15,凜,unihan:kTraditionalVariant[17.0.0],15,13,17.0.0
凝,16,凝,unihan:identity,15,14,17.0.0
几,12,幾,char-table:preferred-traditional+unihan:kTraditionalVariant,52,9,17.0.0
凡,3,凡,unihan:identity,16,1,17.0.0
凤,14,鳳,char-table:preferred-traditional+unihan:kTraditionalVariant,196,3,17.0.0
凫,13,鳧,char-table:preferred-traditional+unihan:kTraditionalVariant,196,2,17.0.0
凭,16,憑,char-table:preferred-traditional+unihan:kTraditionalVariant,61,12,17.0.0
凯,12,凱,char-table:preferred-traditional+unihan:kTraditionalVariant,16,10,17.0.0
凰,11,凰,unihan:identity,16,9,17.0.0
凳,14,凳,unihan:identity,16,12,17.0.0
凶,4,凶,unihan:identity,17,2,17.0.0
凸,5,凸,unihan:identity,17,3,17.0.0
凹,5,凹,unihan:identity,17,3,17.0.0
出,20,齣,char-table:preferred-traditional+unihan:kTraditionalVariant,211,5,17.0.0
击,17,擊,unihan:kTraditionalVariant[17.0.0],64,13,17.0.0
凼,6,凼,unihan:identity,17,4,17.0.0
函,8,函,unihan:identity,17,6,17.0.0
凿,27,鑿,char-table:preferred-traditional+unihan:kTraditionalVariant,167,19,17.0.0
刀,2,刀,unihan:identity,18,0,17.0.0
刁,2,刁,unihan:identity,18,0,17.0.0
刃,3,刃,unihan:identity,18,1,17.0.0
分,4,分,unihan:identity,18,2,17.0.0
切,4,切,unihan:identity,18,2,17.0.0
刈,4,刈,unihan:identity,18,2,17.0.0
刊,5,刊,unihan:identity,18,3,17.0.0
刍,10,芻,char-table:preferred-traditional+unihan:kTraditionalVariant,140,4,17.0.0
刎,6,刎,unihan:identity,18,4,17.0.0
刑,6,刑,unihan:identity,18,4,17.0.0
划,14,劃,char-table:preferred-traditional+unihan:kTraditionalVariant,18,12,17.0.0
刖,6,刖,unihan:identity,18,4,17.0.0
列,6,列,unihan:identity,18,4,17.0.0
刘,15,劉,char-table:preferred-traditional+unihan:kTraditionalVariant,18,13,17.0.0
则,9,則,char-table:preferred-traditional+unihan:kTraditionalVariant,18,7,17.0.0
刚,10,剛,char-table:preferred-traditional+unihan:kTraditionalVariant,18,8,17.0.0
创,12,創,char-table:preferred-traditional+unihan:kTraditionalVariant,18,10,17.0.0
初,7,初,unihan:identity,18,5,17.0.0
删,7,刪,unihan:kTraditionalVariant[17.0.0],18,5,17.0.0
判,7,判,unihan:identity,18,5,17.0.0
刨,7,刨,unihan:identity,18,5,17.0.0
利,7,利,unihan:identity,18,5,17.0.0
别,15,彆,char-table:preferred-traditional+unihan:kTraditionalVariant,57,12,17.0.0
刬,10,剗,char-table:preferred-traditional+unihan:kTraditionalVariant,18,8,17.0.0
刭,9,剄,char-table:preferred-traditional+unihan:kTraditionalVariant,18,7,17.0.0
刮,15,颳,char-table:preferred-traditional+unihan:kTraditionalVariant,182,6,17.0.0
到,8,到,unihan:identity,18,6,17.0.0
刳,8,刳,unihan:identity,18,6,17.0.0
制,14,製,char-table:preferred-traditional+unihan:kTraditionalVariant,145,8,17.0.0
刷,8,刷,unihan:identity,18,6,17.0.0
券,8,券,unihan:identity,18,6,17.0.0
刹,9,剎,unihan:kTraditionalVariant[17.0.0],18,7,17.0.0
刺,8,刺,unihan:identity,18,6,17.0.0
刻,8,刻,unihan:identity,18,6,17.0.0
刽,15,劊,char-table:preferred-traditional+unihan:kTraditionalVariant,18,13,17.0.0
刿,15,劌,char-table:preferred-traditional+unihan:kTraditionalVariant,18,13,17.0.0
剀,12,剴,char-table:preferred-traditional+unihan:kTraditionalVariant,18,10,17.0.0
剁,8,剁,unihan:identity,18,6,17.0.0
剂,16,劑,char-table:preferred-traditional+unihan:kTraditionalVariant,18,14,17.0.0
剃,9,剃,unihan:identity,18,7,17.0.0
剅,9,剅,unihan:identity,18,7,17.0.0
削,9,削,unihan:identity,18,7,17.0.0
剋,9,剋,unihan:identity,18,7,17.0.0
剌,9,剌,unihan:identity,18,7,17.0.0
前,9,前,unihan:identity,18,7,17.0.0
剐,11,剮,char-table:preferred-traditional+unihan:kTraditionalVariant,18,9,17.0.0
剑,15,劍,char-table:preferred-traditional+unihan:kTraditionalVariant,18,13,17.0.0
剔,10,剔,unihan:identity,18,8,17.0.0
剕,10,剕,unihan:identity,18,8,17.0.0
剖,10,剖,unihan:identity,18,8,17.0.0
剜,10,剜,unihan:identity,18,8,17.0.0
剞,10,剞,unihan:identity,18,8,17.0.0
剟,10,剟,unihan:identity,18,8,17.0.0
剡,10,剡,unihan:identity,18,8,17.0.0
剥,10,剝,unihan:kTraditionalVariant[17.0.0],18,8,17.0.0
剧,15,劇,char-table:preferred-traditional+unihan:kTraditionalVariant,18,13,17.0.0
剩,12,剩,unihan:identity,18,10,17.0.0
剪,11,剪,unihan:identity,18,9,17.0.0
副,11,副,unihan:identity,18,9,17.0.0
割,12,割,unihan:identity,18,10,17.0.0
剽,13,剽,unihan:identity,18,11,17.0.0
剿,13,剿,unihan:identity,18,11,17.0.0
劁,14,劁,unihan:identity,18,12,17.0.0
劂,14,劂,unihan:identity,18,12,17.0.0
劄,14,劄,unihan:identity,18,12,17.0.0
劈,15,劈,unihan:identity,18,13,17.0.0
劐,16,劐,unihan:identity,18,14,17.0.0
劓,16,劓,unihan:identity,18,14,17.0.0
力,2,力,unihan:identity,19,0,17.0.0
劝,20,勸,char-table:preferred-traditional+unihan:kTraditionalVariant,19,18,17.0.0
办,16,辦,char-table:preferred-traditional+unihan:kTraditionalVariant,160,9,17.0.0
功,5,功,unihan:identity,19,3,17.0.0
加,5,加,unihan:identity,19,3,17.0.0
务,11,務,char-table:preferred-traditional+unihan:kTraditionalVariant,19,9,17.0.0
劢,15,勱,char-table:preferred-traditional+unihan:kTraditionalVariant,19,13,17.0.0
劣,6,劣,unihan:identity,19,4,17.0.0
动,11,動,char-table:preferred-traditional+unihan:kTraditionalVariant,19,9,17.0.0
助,7,助,unihan:identity,19,5,17.0.0
努,7,努,unihan:identity,19,5,17.0.0
劫,7,劫,unihan:identity,19,5,17.0.0
劬,7,劬,unihan:identity,19,5,17.0.0
劭,7,劭,unihan:identity,19,5,17.0.0
励,17,勵,char-table:preferred-traditional+unihan:kTraditionalVariant,19,15,17.0.0
劲,9,勁,char-table:preferred-traditional+unihan:kTraditionalVariant,19,7,17.0.0
劳,12,勞,char-table:preferred-traditional+unihan:kTraditionalVariant,19,10,17.0.0
劼,8,劼,unihan:identity,19,6,17.0.0
劾,8,劾,unihan:identity,19,6,17.0.0
势,13,勢,char-table:preferred-traditional+unihan:kTraditionalVariant,19,11,17.0.0
勃,9,勃,unihan:identity,19,7,17.0.0
勇,9,勇,unihan:identity,19,7,17.0.0
勉,9,勉,unihan:identity,19,7,17.0.0
勋,12,勛,char-table:preferred-traditional+unihan:kTraditionalVariant,19,10,17.0.0
勍,10,勍,unihan:identity,19,8,17.0.0
勐,10,勐,unihan:identity,19,8,17.0.0
勒,11,勒,unihan:identity,19,9,17.0.0
勔,11,勔,unihan:identity,19,9,17.0.0
勖,11,勖,unihan:identity,19,9,17.0.0
勘,11,勘,unihan:identity,19,9,17.0.0
勚,14,勩,unihan:kTraditionalVariant[17.0.0],19,12,17.0.0
募,13,募,unihan:identity,19,11,17.0.0
勠,13,勠,unihan:identity,19,11,17.0.0
勤,13,勤,unihan:identity,19,11,17.0.0
勰,15,勰,unihan:identity,19,13,17.0.0
勺,3,勺,unihan:identity,20,1,17.0.0
勾,4,勾,unihan:identity,20,2,17.0.0
勿,4,勿,unihan:identity,20,2,17.0.0
匀,4,勻,unihan:kTraditionalVariant[17.0.0],20,2,17.0.0
包,5,包,unihan:identity,20,3,17.0.0
匆,5,匆,unihan:identity,20,3,17.0.0
匈,6,匈,unihan:identity,20,4,17.0.0
匍,9,匍,unihan:identity,20,7,17.0.0
匏,11,匏,unihan:identity,20,9,17.0.0
匐,11,匐,unihan:identity,20,9,17.0.0
匕,2,匕,unihan:identity,21,0,17.0.0
化,4,化,unihan:identity,21,2,17.0.0
北,5,北,unihan:identity,21,3,17.0.0
匙,11,匙,unihan:identity,21,9,17.0.0
匜,5,匜,unihan:identity,22,3,17.0.0
匝,5,匝,unihan:identity,22,3,17.0.0
匠,6,匠,unihan:identity,22,4,17.0.0
匡,6,匡,unihan:identity,22,4,17.0.0
匣,7,匣,unihan:identity,22,5,17.0.0
匦,11,匭,char-table:preferred-traditional+unihan:kTraditionalVariant,22,9,17.0.0
匪,10,匪,unihan:identity,22,8,17.0.0
匮,14,匱,char-table:preferred-traditional+unihan:kTraditionalVariant,22,12,17.0.0
匹,4,匹,unihan:identity,23,2,17.0.0
区,11,區,char-table:preferred-traditional+unihan:kTraditionalVariant,23,9,17.0.0
医,18,醫,char-table:preferred-traditional+unihan:kTraditionalVariant,164,11,17.0.0
匼,8,匼,unihan:identity,23,6,17.0.0
匾,11,匾,unihan:identity,23,9,17.0.0
匿,11,匿,unihan:identity,23,9,17.0.0
十,2,十,unihan:identity,24,0,17.0.0
千,24,韆,char-table:preferred-traditional+unihan:kTraditionalVariant,177,15,17.0.0
卅,4,卅,unihan:identity,24,2,17.0.0
升,4,升,unihan:identity,24,2,17.0.0
午,4,午,unihan:identity,24,2,17.0.0
卉,5,卉,unihan:identity,24,3,17.0.0
半,5,半,unihan:identity,24,3,17.0.0
华,14,華,char-table:preferred-traditional+unihan:kTraditionalVariant,140,8,17.0.0
协,8,協,char-table:preferred-traditional+unihan:kTraditionalVariant,24,6,17.0.0
卑,8,卑,unihan:identity,24,6,17.0.0
卒,8,卒,unihan:identity,24,6,17.0.0
卓,8,卓,unihan:identity,24,6,17.0.0
单,12,單,char-table:preferred-traditional+unihan:kTraditionalVariant,30,9,17.0.0
卖,15,賣,char-table:preferred-traditional+unihan:kTraditionalVariant,154,8,17.0.0
南,9,南,unihan:identity,24,7,17.0.0
博,12,博,unihan:identity,24,10,17.0.0
卜,17,蔔,char-table:preferred-traditional+unihan:kTraditionalVariant,140,11,17.0.0
卞,4,卞,unihan:identity,25,2,17.0.0
卟,5,卟,unihan:identity,25,3,17.0.0
占,5,占,unihan:identity,25,3,17.0.0
卡,5,卡,unihan:identity,25,3,17.0.0
卢,16,盧,char-table:preferred-traditional+unihan:kTraditionalVariant,108,11,17.0.0
卣,7,卣,unihan:identity,25,5,17.0.0
卤,11,鹵,char-table:preferred-traditional+unihan:kTraditionalVariant,197,0,17.0.0
卦,8,卦,unihan:identity,25,6,17.0.0
卧,8,卧,unihan:identity,25,6,17.0.0
卫,15,衛,char-table:preferred-traditional+unihan:kTraditionalVariant,144,9,17.0.0
卬,4,卬,unihan:identity,26,2,17.0.0
卮,5,卮,unihan:identity,26,3,17.0.0
卯,5,卯,unihan:identity,26,3,17.0.0
印,6,印,unihan:identity,26,4,17.0.0
危,6,危,unihan:identity,26,4,17.0.0
即,7,即,unihan:identity,26,5,17.0.0
却,9,卻,unihan:kTraditionalVariant[17.0.0],26,7,17.0.0
卵,7,卵,unihan:identity,26,5,17.0.0
卷,12,捲,char-table:preferred-traditional+unihan:kTraditionalVariant,64,8,17.0.0
卸,8,卸,unihan:identity,26,6,17.0.0
卺,8,卺,unihan:identity,26,6,17.0.0
卿,10,卿,unihan:identity,26,8,17.0.0
厂,15,廠,char-table:preferred-traditional+unihan:kTraditionalVariant,53,12,17.0.0
厄,4,厄,unihan:identity,27,2,17.0.0
厅,25,廳,char-table:preferred-traditional+unihan:kTraditionalVariant,53,22,17.0.0
历,16,歷,char-table:preferred-traditional+unihan:kTraditionalVariant,77,12,17.0.0
厉,15,厲,char-table:preferred-traditional+unihan:kTraditionalVariant,27,13,17.0.0
压,17,壓,char-table:preferred-traditional+unihan:kTraditionalVariant,32,14,17.0.0
厌,14,厭,char-table:preferred-traditional+unihan:kTraditionalVariant,27,12,17.0.0
厍,9,厙,char-table:preferred-traditional+unihan:kTraditionalVariant,27,7,17.0.0
厕,11,厠,char-table:preferred-traditional+unihan:kTraditionalVariant,27,9,17.0.0
厖,9,厖,unihan:identity,27,7,17.0.0
厘,18,釐,unihan:kTraditionalVariant[17.0.0],166,11,17.0.0
厚,9,厚,unihan:identity,27,7,17.0.0
厝,10,厝,unihan:identity,27,8,17.0.0
原,10,原,unihan:identity,27,8,17.0.0
厢,12,廂,unihan:kTraditionalVariant[17.0.0],53,9,17.0.0
厣,19,厴,char-table:preferred-traditional+unihan:kTraditionalVariant,27,17,17.0.0
厥,12,厥,unihan:identity,27,10,17.0.0
厦,13,廈,char-table:preferred-traditional+unihan:kTraditionalVariant,53,10,17.0.0
厨,15,廚,unihan:kTraditionalVariant[17.0.0],53,12,17.0.0
厩,14,廄,unihan:kTraditionalVariant[17.0.0],53,11,17.0.0
厮,15,廝,unihan:kTraditionalVariant[17.0.0],53,12,17.0.0
去,5,去,unihan:identity,28,3,17.0.0
厾,6,厾,unihan:identity,28,4,17.0.0
县,16,縣,char-table:preferred-traditional+unihan:kTraditionalVariant,120,10,17.0.0
叁,11,叄,unihan:kTraditionalVariant[17.0.0],28,9,17.0.0
参,11,參,char-table:preferred-traditional+unihan:kTraditionalVariant,28,9,17.0.0
叆,25,靉,char-table:preferred-traditional+unihan:kTraditionalVariant,173,17,17.0.0
叇,24,靆,char-table:preferred-traditional+unihan:kTraditionalVariant,173,16,17.0.0
又,2,又,unihan:identity,29,0,17.0.0
叉,3,叉,unihan:identity,29,1,17.0.0
及,4,及,unihan:identity,29,2,17.0.0
友,4,友,unihan:identity,29,2,17.0.0
双,18,雙,char-table:preferred-traditional+unihan:kTraditionalVariant,172,10,17.0.0
反,4,反,unihan:identity,29,2,17.0.0
发,12,發,char-table:preferred-traditional+unihan:kTraditionalVariant,105,7,17.0.0
叔,8,叔,unihan:identity,29,6,17.0.0
叕,8,叕,unihan:identity,29,6,17.0.0
取,8,取,unihan:identity,29,6,17.0.0
受,8,受,unihan:identity,29,6,17.0.0
变,23,變,char-table:preferred-traditional+unihan:kTraditionalVariant,149,16,17.0.0
叙,11,敘,unihan:kTraditionalVariant[17.0.0],66,7,17.0.0
叚,9,叚,unihan:identity,29,7,17.0.0
叛,9,叛,unihan:identity,29,7,17.0.0
叟,10,叟,unihan:identity,29,8,17.0.0
叠,22,疊,unihan:kTraditionalVariant[17.0.0],102,17,17.0.0
口,3,口,unihan:identity,30,0,17.0.0
古,5,古,unihan:identity,30,2,17.0.0
句,5,句,unihan:identity,30,2,17.0.0
另,5,另,unihan:identity,30,2,17.0.0
叨,5,叨,unihan:identity,30,2,17.0.0
叩,5,叩,unihan:identity,30,2,17.0.0
只,10,衹,char-table:preferred-traditional+unihan:kTraditionalVariant,145,4,17.0.0
叫,5,叫,unihan:identity,30,2,17.0.0
召,5,召,unihan:identity,30,2,17.0.0
叭,5,叭,unihan:identity,30,2,17.0.0
叮,5,叮,unihan:identity,30,2,17.0.0
可,5,可,unihan:identity,30,2,17.0.0
台,14,臺,char-table:preferred-traditional+unihan:kTraditionalVariant,133,8,17.0.0
叱,5,叱,unihan:identity,30,2,17.0.0
史,5,史,unihan:identity,30,2,17.0.0
右,5,右,unihan:identity,30,2,17.0.0
叵,5,叵,unihan:identity,30,2,17.0.0
叶,15,葉,char-table:preferred-traditional+unihan:kTraditionalVariant,140,9,17.0.0
号,13,號,char-table:preferred-traditional+unihan:kTraditionalVariant,141,7,17.0.0
司,5,司,unihan:identity,30,2,17.0.0
叹,14,嘆,char-table:preferred-traditional+unihan:kTraditionalVariant,30,11,17.0.0
叻,5,叻,unihan:identity,30,2,17.0.0
叼,5,叼,unihan:identity,30,2,17.0.0
叽,15,嘰,char-table:preferred-traditional+unihan:kTraditionalVariant,30,12,17.0.0
吁,32,籲,char-table:preferred-traditional+unihan:kTraditionalVariant,118,26,17.0.0
吃,6,吃,unihan:identity,30,3,17.0.0
各,6,各,unihan:identity,30,3,17.0.0
吆,6,吆,unihan:identity,30,3,17.0.0
合,14,閤,char-table:preferred-traditional+unihan:kTraditionalVariant,169,6,17.0.0
吉,6,吉,unihan:identity,30,3,17.0.0
吊,6,吊,unihan:identity,30,3,17.0.0
同,12,衕,unihan:kTraditionalVariant[17.0.0],144,6,17.0.0
名,6,名,unihan:identity,30,3,17.0.0
后,9,後,char-table:preferred-traditional+unihan:kTraditionalVariant,60,6,17.0.0
吏,6,吏,unihan:identity,30,3,17.0.0
吐,6,吐,unihan:identity,30,3,17.0.0
向,19,嚮,char-table:preferred-traditional+unihan:kTraditionalVariant,30,16,17.0.0
吒,6,吒,unihan:identity,30,3,17.0.0
吓,17,嚇,char-table:preferred-traditional+unihan:kTraditionalVariant,30,14,17.0.0
吕,7,呂,unihan:kTraditionalVariant[17.0.0],30,4,17.0.0
吖,6,吖,unihan:identity,30,3,17.0.0
吗,13,嗎,char-table:preferred-traditional+unihan:kTraditionalVariant,30,10,17.0.0
君,7,君,unihan:identity,30,4,17.0.0
吝,7,吝,unihan:identity,30,4,17.0.0
吞,7,吞,unihan:identity,30,4,17.0.0
吟,7,吟,unihan:identity,30,4,17.0.0
吠,7,吠,unihan:identity,30,4,17.0.0
吡,7,吡,unihan:identity,30,4,17.0.0
吣,10,唚,unihan:kTraditionalVariant[17.0.0],30,7,17.0.0
否,7,否,unihan:identity,30,4,17.0.0
吧,7,吧,unihan:identity,30,4,17.0.0
吨,16,噸,char-table:preferred-traditional+unihan:kTraditionalVariant,30,13,17.0.0
吩,7,吩,unihan:identity,30,4,17.0.0
含,7,含,unihan:identity,30,4,17.0.0
听,22,聽,char-table:preferred-traditional+unihan:kTraditionalVariant,128,16,17.0.0
吭,7,吭,unihan:identity,30,4,17.0.0
吮,7,吮,unihan:identity,30,4,17.0.0
启,11,啓,char-table:preferred-traditional+unihan:kTraditionalVariant,30,8,17.0.0
吱,7,吱,unihan:identity,30,4,17.0.0
吲,7,吲,unihan:identity,30,4,17.0.0
吴,7,吳,unihan:kTraditionalVariant[17.0.0],30,4,17.0.0
吵,7,吵,unihan:identity,30,4,17.0.0
吸,7,吸,unihan:identity,30,4,17.0.0
吹,7,吹,unihan:identity,30,4,17.0.0
吻,7,吻,unihan:identity,30,4,17.0.0
吼,7,吼,unihan:identity,30,4,17.0.0
吽,7,吽,unihan:identity,30,4,17.0.0
吾,7,吾,unihan:identity,30,4,17.0.0
呀,7,呀,unihan:identity,30,4,17.0.0
呃,7,呃,unihan:identity,30,4,17.0.0
呆,7,呆,unihan:identity,30,4,17.0.0
呇,7,呇,unihan:identity,30,4,17.0.0
呈,7,呈,unihan:identity,30,4,17.0.0
告,7,告,unihan:identity,30,4,17.0.0
呋,7,呋,unihan:identity,30,4,17.0.0
呐,7,吶,unihan:kTraditionalVariant[17.0.0],30,4,17.0.0
呒,15,嘸,char-table:preferred-traditional+unihan:kTraditionalVariant,30,12,17.0.0
呓,22,囈,char-table:preferred-traditional+unihan:kTraditionalVariant,30,19,17.0.0
呔,7,呔,unihan:identity,30,4,17.0.0
呕,14,嘔,char-table:preferred-traditional+unihan:kTraditionalVariant,30,11,17.0.0
呖,19,嚦,char-table:preferred-traditional+unihan:kTraditionalVariant,30,16,17.0.0
呗,10,唄,char-table:preferred-traditional+unihan:kTraditionalVariant,30,7,17.0.0
员,10,員,char-table:preferred-traditional+unihan:kTraditionalVariant,30,7,17.0.0
呙,9,咼,char-table:preferred-traditional+unihan:kTraditionalVariant,30,6,17.0.0
呛,13,嗆,char-table:preferred-traditional+unihan:kTraditionalVariant,30,10,17.0.0
呜,13,嗚,char-table:preferred-traditional+unihan:kTraditionalVariant,30,10,17.0.0
呢,8,呢,unihan:identity,30,5,17.0.0
呣,8,呣,unihan:identity,30,5,17.0.0
呤,8,呤,unihan:identity,30,5,17.0.0
呦,8,呦,unihan:identity,30,5,17.0.0
周,8,周,unihan:identity,30,5,17.0.0
呱,8,呱,unihan:identity,30,5,17.0.0
呲,8,呲,unihan:identity,30,5,17.0.0
味,8,味,unihan:identity,30,5,17.0.0
呵,8,呵,unihan:identity,30,5,17.0.0
呶,8,呶,unihan:identity,30,5,17.0.0
呷,8,呷,unihan:identity,30,5,17.0.0
呸,8,呸,unihan:identity,30,5,17.0.0
呻,8,呻,unihan:identity,30,5,17.0.0
呼,8,呼,unihan:identity,30,5,17.0.0
命,8,命,unihan:identity,30,5,17.0.0
咀,8,咀,unihan:identity,30,5,17.0.0
咂,8,咂,unihan:identity,30,5,17.0.0
咄,8,咄,unihan:identity,30,5,17.0.0
咆,8,咆,unihan:identity,30,5,17.0.0
咇,8,咇,unihan:identity,30,5,17.0.0
咉,8,咉,unihan:identity,30,5,17.0.0
咋,8,咋,unihan:identity,30,5,17.0.0
和,8,和,unihan:identity,30,5,17.0.0
咍,8,咍,unihan:identity,30,5,17.0.0
咎,8,咎,unihan:identity,30,5,17.0.0
咏,12,詠,unihan:kTraditionalVariant[17.0.0],149,5,17.0.0
咐,8,咐,unihan:identity,30,5,17.0.0
咒,8,咒,unihan:identity,30,5,17.0.0
咔,8,咔,unihan:identity,30,5,17.0.0
咕,8,咕,unihan:identity,30,5,17.0.0
咖,8,咖,unihan:identity,30,5,17.0.0
咙,19,嚨,char-table:preferred-traditional+unihan:kTraditionalVariant,30,16,17.0.0
咚,8,咚,unihan:identity,30,5,17.0.0
咛,17,嚀,char-table:preferred-traditional+unihan:kTraditionalVariant,30,14,17.0.0
咝,15,噝,char-table:preferred-traditional+unihan:kTraditionalVariant,30,12,17.0.0
咡,9,咡,unihan:identity,30,6,17.0.0
咣,9,咣,unihan:identity,30,6,17.0.0
咤,6,吒,unihan:kTraditionalVariant[17.0.0],30,3,17.0.0
咥,9,咥,unihan:identity,30,6,17.0.0
咦,9,咦,unihan:identity,30,6,17.0.0
咧,9,咧,unihan:identity,30,6,17.0.0
咨,9,咨,unihan:identity,30,6,17.0.0
咩,9,咩,unihan:identity,30,6,17.0.0
咪,9,咪,unihan:identity,30,6,17.0.0
咫,9,咫,unihan:identity,30,6,17.0.0
